상품코드,자체 상품코드,진열상태,판매상태,상품분류 번호,상품분류 신상품영역,상품분류 추천상품영역,상품명,영문 상품명,상품명(관리용),공급사 상품명,모델명,상품 요약설명,상품 간략설명,상품 상세설명,모바일 상품 상세설명 설정,모바일 상품 상세설명,검색어설정,과세구분,소비자가,공급가,상품가,판매가,판매가 대체문구 사용,판매가 대체문구,주문수량 제한 기준,최소 주문수량(이상),최대 주문수량(이하),적립금,적립금 구분,공통이벤트 정보,성인인증,옵션사용,품목 구성방식,옵션 표시방식,옵션세트명,옵션입력,옵션 스타일,버튼이미지 설정,색상 설정,필수여부,품절표시 문구,추가입력옵션,추가입력옵션 명칭,추가입력옵션 선택/필수여부,입력글자수(자),이미지등록(상세),이미지등록(목록),이미지등록(작은목록),이미지등록(축소),이미지등록(추가),제조사,공급사,브랜드,트렌드,자체분류 코드,제조일자,출시일자,유효기간 사용여부,유효기간,원산지,상품부피(cm),상품결제안내,상품배송안내,교환/반품안내,서비스문의/안내,배송정보,배송방법,국내/해외배송,배송지역,배송비 선결제 설정,배송기간,배송비 구분,배송비입력,스토어픽업 설정,상품 전체중량(kg),HS코드,상품 구분(해외통관),상품소재,영문 상품소재(해외통관),옷감(해외통관),검색엔진최적화(SEO) 검색엔진 노출 설정,검색엔진최적화(SEO) Title,검색엔진최적화(SEO) Author,검색엔진최적화(SEO) Description,검색엔진최적화(SEO) Keywords,검색엔진최적화(SEO) 상품 이미지 Alt 텍스트,개별결제수단설정,상품배송유형 코드,메모
,00330-avp,Y,Y,30,Y,Y,00330-AVP 드라이 V넥 반팔 폴로셔츠,,,,00330-avp,목선이 슬림하고 샤프해 보이는 V넥 드라이 칼라티,,답답한 단추 칼라 대신 V라인 트임 넥라인을 사용해 넥 가이드 착용 및 쾌적한 핏을 유도합니다.,,,"글리머,액티브 웨어,00330-AVP 드라이 V넥 반팔 폴로셔츠",A|10,9800,9800,9800,9800,N,,,1,,,,,N,Y,T,C,,색상{화이트|그레이|블랙|레드|네이비|로얄 블루|터코이즈|버건디|라이트 핑크|라이트 블루|라임|데이지}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#ffffff|#9ca3af|#1a1a1a|#e6193c|#0f1d35|#054cb9|#00a2cc|#731630|#ffccd5|#a2dbe7|#84cc16|#ffcc00},,품절,,,,,/images/products/00330-avp/00330-AVP-001_M.jpg,/images/products/00330-avp/00330-AVP-001_M.jpg,/images/products/00330-avp/00330-AVP-001_M.jpg,/images/products/00330-avp/00330-AVP-001_M.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00330-AVP 드라이 V넥 반팔 폴로셔츠,,목선이 슬림하고 샤프해 보이는 V넥 드라이 칼라티,"글리머,액티브 웨어",,"cash,mileage",C,
,00335-alp,Y,Y,30,Y,Y,00335-ALP 드라이 메쉬 포켓 긴팔 폴로셔츠,,,,00335-alp,"사계절 유니폼 정석, 포켓 롱슬리브 드라이 칼라셔츠",,"소매부터 가슴 수납, 속건 드라이 기술까지 유니폼의 모든 자질을 갖춘 만능 롱 카라티셔츠입니다.",,,"글리머,액티브 웨어,00335-ALP 드라이 메쉬 포켓 긴팔 폴로셔츠",A|10,12000,12000,12000,12000,N,,,1,,,,,N,Y,T,C,,색상{화이트|그레이|블랙|레드|민트 그린|네이비|로얄 블루|버건디|라이트 블루}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#ffffff|#9ca3af|#1a1a1a|#e6193c|#a7f3d0|#0f1d35|#054cb9|#731630|#a2dbe7},,품절,,,,,/images/products/00335-alp/00335-ALP-001_L.jpg,/images/products/00335-alp/00335-ALP-001_L.jpg,/images/products/00335-alp/00335-ALP-001_L.jpg,/images/products/00335-alp/00335-ALP-001_L.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00335-ALP 드라이 메쉬 포켓 긴팔 폴로셔츠,,"사계절 유니폼 정석, 포켓 롱슬리브 드라이 칼라셔츠","글리머,액티브 웨어",,"cash,mileage",C,
,00338-amz,Y,Y,30,Y,Y,00338-AMZ 드라이 하프지퍼 스포티 폴로셔츠,,,,00338-amz,하프 아노락 지퍼 칼라로 입고 벗기 편한 액티브 티셔츠,,"목 앞부분의 지퍼 슬라이더로 통풍 조절이 빠르며 테니스, 등산 등 동호회웨어로 인기가 높습니다.",,,"글리머,액티브 웨어,00338-AMZ 드라이 하프지퍼 스포티 폴로셔츠",A|10,11600,11600,11600,11600,N,,,1,,,,,N,Y,T,C,,색상{화이트|블랙|레드|네이비|로얄 블루|터코이즈|다크 그레이}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#ffffff|#1a1a1a|#e6193c|#0f1d35|#054cb9|#00a2cc|#374151},,품절,,,,,/images/products/00338-amz/00338-AMZ-001_L.jpg,/images/products/00338-amz/00338-AMZ-001_L.jpg,/images/products/00338-amz/00338-AMZ-001_L.jpg,/images/products/00338-amz/00338-AMZ-001_L.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00338-AMZ 드라이 하프지퍼 스포티 폴로셔츠,,하프 아노락 지퍼 칼라로 입고 벗기 편한 액티브 티셔츠,"글리머,액티브 웨어",,"cash,mileage",C,
,00339-ayp,Y,Y,30,Y,Y,00339-AYP 드라이 레이어드 칼라 반팔 폴로셔츠,,,,00339-ayp,목 카라와 소매 끝단 배색 포인트를 준 레이어드 폴로셔츠,,이너웨어를 덧입은 듯한 감각적인 시각 레이어드 마감으로 캐주얼하고 젊은 인상을 부여합니다.,,,"글리머,액티브 웨어,00339-AYP 드라이 레이어드 칼라 반팔 폴로셔츠",A|10,10600,10600,10600,10600,N,,,1,,,,,N,Y,T,C,,색상{색상 312|색상 650|색상 664|색상 665|색상 666|색상 710|색상 732}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#9ca3af|#9ca3af|#9ca3af|#9ca3af|#9ca3af|#9ca3af|#9ca3af},,품절,,,,,/images/products/00339-ayp/00339-AYP-312_L.jpg,/images/products/00339-ayp/00339-AYP-312_L.jpg,/images/products/00339-ayp/00339-AYP-312_L.jpg,/images/products/00339-ayp/00339-AYP-312_L.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00339-AYP 드라이 레이어드 칼라 반팔 폴로셔츠,,목 카라와 소매 끝단 배색 포인트를 준 레이어드 폴로셔츠,"글리머,액티브 웨어",,"cash,mileage",C,
,00346-afc,Y,Y,30,Y,Y,00346-AFC 드라이 후드티 (쮸리),,,,00346-afc,기능성 흡습 드라이 원사의 라이트 핏 캐주얼 후드티,,면과 폴리 기능성 조합으로 무겁지 않고 세탁 건조가 빨라 피트니스 웨어로 강추됩니다.,,,"글리머,액티브 웨어,00346-AFC 드라이 후드티 (쮸리)",A|10,17800,17800,17800,17800,N,,,1,,,,,N,Y,T,C,,색상{화이트|모쿠 그레이|블랙|네이비|버건디}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#ffffff|#c6c8c9|#1a1a1a|#0f1d35|#731630},,품절,,,,,/images/products/00346-afc/00346-AFC-001_L.jpg,/images/products/00346-afc/00346-AFC-001_L.jpg,/images/products/00346-afc/00346-AFC-001_L.jpg,/images/products/00346-afc/00346-AFC-001_L.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00346-AFC 드라이 후드티 (쮸리),,기능성 흡습 드라이 원사의 라이트 핏 캐주얼 후드티,"글리머,액티브 웨어",,"cash,mileage",C,
,00347-afh,Y,Y,30,Y,Y,00347-AFH 드라이 풀오버 후드티 (쮸리),,,,00347-afh,속건 드라이 원사로 설계된 캐주얼 집업 후디,,아웃도어 활동이나 운동 중간에 가볍게 지퍼로 온도 조절을 할 수 있는 쮸리 후드집업입니다.,,,"글리머,액티브 웨어,00347-AFH 드라이 풀오버 후드티 (쮸리)",A|10,19800,19800,19800,19800,N,,,1,,,,,N,Y,T,C,,색상{화이트|모쿠 그레이|블랙|네이비|버건디}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#ffffff|#c6c8c9|#1a1a1a|#0f1d35|#731630},,품절,,,,,/images/products/00347-afh/00347-AFH-001_L.jpg,/images/products/00347-afh/00347-AFH-001_L.jpg,/images/products/00347-afh/00347-AFH-001_L.jpg,/images/products/00347-afh/00347-AFH-001_L.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00347-AFH 드라이 풀오버 후드티 (쮸리),,속건 드라이 원사로 설계된 캐주얼 집업 후디,"글리머,액티브 웨어",,"cash,mileage",C,
,00348-afz,Y,Y,30,Y,Y,00348-AFZ 드라이 스탠드 칼라 집업 자켓,,,,00348-afz,깃을 세운 깔끔한 트랙 탑 타입의 드라이 집업 트레이너,,운동선수 단체복 및 코치 자켓으로 최적이며 형태 복원력이 좋아 단체 바람막이 대용으로 유용합니다.,,,"글리머,액티브 웨어,00348-AFZ 드라이 스탠드 칼라 집업 자켓",A|10,16800,16800,16800,16800,N,,,1,,,,,N,Y,T,C,,색상{화이트|모쿠 그레이|블랙|네이비|버건디}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#ffffff|#c6c8c9|#1a1a1a|#0f1d35|#731630},,품절,,,,,/images/products/00348-afz/00348-AFZ-001_L.jpg,/images/products/00348-afz/00348-AFZ-001_L.jpg,/images/products/00348-afz/00348-AFZ-001_L.jpg,/images/products/00348-afz/00348-AFZ-001_L.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00348-AFZ 드라이 스탠드 칼라 집업 자켓,,깃을 세운 깔끔한 트랙 탑 타입의 드라이 집업 트레이너,"글리머,액티브 웨어",,"cash,mileage",C,
,00350-ait,Y,Y,30,Y,Y,00350-AIT 드라이 인터록 초경량 반팔 티셔츠,,,,00350-ait,"3.5온스의 깃털 같은 무게, 부드러운 양면 인터록 드라이티",,양면 모두 매끄럽게 편직(인터록)되어 피부 마찰이 없고 신축성이 매우 뛰어난 고속 속건 티셔츠입니다.,,,"글리머,액티브 웨어,00350-AIT 드라이 인터록 초경량 반팔 티셔츠",A|10,6400,6400,6400,6400,N,,,1,,,,,N,Y,T,C,,색상{화이트|블랙|레드|퍼플|네이비|로얄 블루|라이트 블루|다크 그레이}//사이즈{120|130|140|150|SS|S|M|L|LL|3L|4L|5L},"P,S",,{#ffffff|#1a1a1a|#e6193c|#48339b|#0f1d35|#054cb9|#a2dbe7|#374151},,품절,,,,,/images/products/00350-ait/00350-AIT-001_L.jpg,/images/products/00350-ait/00350-AIT-001_L.jpg,/images/products/00350-ait/00350-AIT-001_L.jpg,/images/products/00350-ait/00350-AIT-001_L.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00350-AIT 드라이 인터록 초경량 반팔 티셔츠,,"3.5온스의 깃털 같은 무게, 부드러운 양면 인터록 드라이티","글리머,액티브 웨어",,"cash,mileage",C,
,00353-ain,Y,Y,30,Y,Y,00353-AIN 드라이 인터록 V넥 반팔 티셔츠,,,,00353-ain,목선이 편안한 샤프 V넥 초경량 인터록 드라이티,,가볍고 매끄러운 양면 조밀 원사에 고급스러운 V라인 커팅을 가미한 피트니스 셔츠입니다.,,,"글리머,액티브 웨어,00353-AIN 드라이 인터록 V넥 반팔 티셔츠",A|10,6400,6400,6400,6400,N,,,1,,,,,N,Y,T,C,,색상{블랙|네이비|다크 그레이}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#1a1a1a|#0f1d35|#374151},,품절,,,,,/images/products/00353-ain/00353-AIN-005_L.jpg,/images/products/00353-ain/00353-AIN-005_L.jpg,/images/products/00353-ain/00353-AIN-005_L.jpg,/images/products/00353-ain/00353-AIN-005_L.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00353-AIN 드라이 인터록 V넥 반팔 티셔츠,,목선이 편안한 샤프 V넥 초경량 인터록 드라이티,"글리머,액티브 웨어",,"cash,mileage",C,
,00731-cck,Y,Y,26,Y,Y,00731-CCK 코튼 캔버스 워크웨어 코치 자켓,,,,00731-cck,도톰한 코튼 캔버스 원단으로 워크자켓 감성을 극대화한 아우터,,내구성 높은 코튼 캔버스 마감으로 레트로 워크 마니아들이 만족하는 가을/겨울 캐주얼 자켓입니다.,,,"프린트스타,굿즈/라이프스타일,00731-CCK 코튼 캔버스 워크웨어 코치 자켓",A|10,36800,36800,36800,36800,N,,,1,,,,,N,Y,T,C,,색상{화이트|베이지|블랙|레드|네이비|로얄 블루|아미그린}//사이즈{S|M|L|XL|2XL},"P,S",,{#ffffff|#d6c5b0|#1a1a1a|#e6193c|#0f1d35|#054cb9|#4a533c},,품절,,,,,/images/products/00731-cck/00731-CCK-001_F.png,/images/products/00731-cck/00731-CCK-001_F.png,/images/products/00731-cck/00731-CCK-001_F.png,/images/products/00731-cck/00731-CCK-001_F.png,,,,B000000B,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00731-CCK 코튼 캔버스 워크웨어 코치 자켓,,도톰한 코튼 캔버스 원단으로 워크자켓 감성을 극대화한 아우터,"프린트스타,굿즈/라이프스타일",,"cash,mileage",C,
,00760-enb,Y,Y,30,Y,Y,00760-ENB 드라이 집업 트레이닝 트랙 자켓,,,,00760-enb,사이드 배색 라인이 매력적인 에어로쿨 집업 자켓,,스포티한 세로 배색 밴딩 처리로 팔 라인이 길고 날렵해 보이는 에너제틱 바람막이 자켓입니다.,,,"글리머,액티브 웨어,00760-ENB 드라이 집업 트레이닝 트랙 자켓",A|10,18800,18800,18800,18800,N,,,1,,,,,N,Y,T,C,,색상{내추럴}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#fafaf9},,품절,,,,,/images/products/00760-enb/00760-ENB-106_F-BIG.jpg,/images/products/00760-enb/00760-ENB-106_F-BIG.jpg,/images/products/00760-enb/00760-ENB-106_F-BIG.jpg,/images/products/00760-enb/00760-ENB-106_F-BIG.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00760-ENB 드라이 집업 트레이닝 트랙 자켓,,사이드 배색 라인이 매력적인 에어로쿨 집업 자켓,"글리머,액티브 웨어",,"cash,mileage",C,
,00762-enn,Y,Y,30,Y,Y,00762-ENN 드라이 메쉬 스포티 반바지 (트레이닝 숏팬츠),,,,00762-enn,운동 시 쾌적함을 극대화해 주는 드라이 메쉬 반바지,,"허리 고무줄과 실용적인 깊이의 양측 포켓, 그리고 숨쉬는 메쉬 소재를 적용한 고속 건조 반바지입니다.",,,"글리머,액티브 웨어,00762-ENN 드라이 메쉬 스포티 반바지 (트레이닝 숏팬츠)",A|10,12800,12800,12800,12800,N,,,1,,,,,N,Y,T,C,,색상{내추럴}//사이즈{SS|S|M|L|LL|3L|4L|5L},"P,S",,{#fafaf9},,품절,,,,,/images/products/00762-enn/00762-ENN-106_F.jpg,/images/products/00762-enn/00762-ENN-106_F.jpg,/images/products/00762-enn/00762-ENN-106_F.jpg,/images/products/00762-enn/00762-ENN-106_F.jpg,,,,B000000D,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00762-ENN 드라이 메쉬 스포티 반바지 (트레이닝 숏팬츠),,운동 시 쾌적함을 극대화해 주는 드라이 메쉬 반바지,"글리머,액티브 웨어",,"cash,mileage",C,
,00778-tcc,Y,Y,26,Y,Y,00778-TCC 코튼 캔버스 심플 데일리 에코백,,,,00778-tcc,친환경 코튼 캔버스 원단으로 튼튼한 다용도 에코백,,브랜드 판촉 및 어깨끈이 튼튼해 데일리 책가방으로 사랑받는 베이직 에코백입니다.,,,"프린트스타,굿즈/라이프스타일,00778-TCC 코튼 캔버스 심플 데일리 에코백",A|10,4800,4800,4800,4800,N,,,1,,,,,N,Y,T,C,,색상{블랙|네이비|터코이즈|내추럴|라이트 블루|핫핑크}//사이즈{FREE},"P,S",,{#1a1a1a|#0f1d35|#00a2cc|#fafaf9|#a2dbe7|#e6006f},,품절,,,,,/images/products/00778-tcc/00778-TCC-005_M.jpg,/images/products/00778-tcc/00778-TCC-005_M.jpg,/images/products/00778-tcc/00778-TCC-005_M.jpg,/images/products/00778-tcc/00778-TCC-005_M.jpg,,,,B000000B,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00778-TCC 코튼 캔버스 심플 데일리 에코백,,친환경 코튼 캔버스 원단으로 튼튼한 다용도 에코백,"프린트스타,굿즈/라이프스타일",,"cash,mileage",C,
,00780-twt,Y,Y,26,Y,Y,00780-TWT 코튼 캔버스 캐주얼 토트백,,,,00780-twt,밑단 가이드가 넓어 수납이 넉넉한 캔버스 토트백,,도시락 수납이나 가벼운 피크닉 소품 수납에 요긴하며 직조감이 예쁜 프리미엄 토트백입니다.,,,"프린트스타,굿즈/라이프스타일,00780-TWT 코튼 캔버스 캐주얼 토트백",A|10,5800,5800,5800,5800,N,,,1,,,,,N,Y,T,C,,색상{색상 201|색상 204|색상 205|색상 725}//사이즈{FREE},"P,S",,{#9ca3af|#9ca3af|#9ca3af|#9ca3af},,품절,,,,,/images/products/00780-twt/00780-TWT-201_M.jpg,/images/products/00780-twt/00780-TWT-201_M.jpg,/images/products/00780-twt/00780-TWT-201_M.jpg,/images/products/00780-twt/00780-TWT-201_M.jpg,,,,B000000B,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,00780-TWT 코튼 캔버스 캐주얼 토트백,,밑단 가이드가 넓어 수납이 넉넉한 캔버스 토트백,"프린트스타,굿즈/라이프스타일",,"cash,mileage",C,
,63000,Y,Y,29,Y,Y,63000 아시아 핏 베이직 티셔츠 (면30수),,,,63000,150 g/m² (4.5 oz per sq yd),,"100% ring spun cotton preshrunk jersey knit | Fiber content varies by color, see color list for details | Single needle 2cm collar | Taped neck and shoulders | Double needle sleeve and bottom hems | TearAway label | Quarterturned to eliminate center crease | Sizes: XS~3XL | 12 colors",,,"길단,데일리 웨어,63000 아시아 핏 베이직 티셔츠 (면30수)",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{레드|오렌지|데이지|라임|네이비|로얄 블루|스포츠 그레이|퍼플|화이트|라이트 블루|차콜|블랙}//사이즈{XS|S|M|L|XL|2XL|3XL},"P,S",,{#e6193c|#ff5f00|#ffcc00|#84cc16|#0f1d35|#054cb9|#c6c8c9|#48339b|#ffffff|#a2dbe7|#494b52|#1a1a1a},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,63000 아시아 핏 베이직 티셔츠 (면30수),,150 g/m² (4.5 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,76000,Y,Y,29,Y,Y,76000 아시아 핏 프리미엄 티셔츠 (면24수),,,,76000,180g/m/two.numerator (5.3 oz per sq yd),,"100% ring spun cotton preshrunk jersey knit | Fiber content varies by color, | Taped neck and shoulders | Satin label | Double needle sleeve and bottom hems | Single needle 2cm collar | Quarterturned to eliminate center crease | Sizes: XS~5XL | 32 colors",,,"길단,데일리 웨어,76000 아시아 핏 프리미엄 티셔츠 (면24수)",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{라이트 핑크|포레스트 그린|네이비|로얄 블루|헬리코니아|사파이어|라이트 블루|캐롤라이나 블루|다크 초콜릿|샌드|화이트|애쉬 그레이|블랙|차콜|그래블|퍼플|바이올렛|스포츠 그레이|세이프티 핑크|코랄 실크|레드|오렌지|데이지|골드|라임|밀리터리 그린|세이프티 오렌지|네온 핑크|네온 그린|세이프티 그린}//사이즈{XS|S|M|L|XL|2XL|3XL|4XL|5XL},"P,S",,{#ffccd5|#064e3b|#0f1d35|#054cb9|#e6006f|#00a2cc|#a2dbe7|#a2dbe7|#3b2314|#e2dbcd|#ffffff|#e1e4e6|#1a1a1a|#494b52|#5e5f61|#48339b|#7c3aed|#c6c8c9|#ff5fa2|#ff7f50|#e6193c|#ff5f00|#ffcc00|#ffcc00|#84cc16|#4a533c|#ff5f00|#ff1493|#39ff14|#adff2f},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,76000 아시아 핏 프리미엄 티셔츠 (면24수),,180g/m/two.numerator (5.3 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,76000l,Y,Y,29,Y,Y,76000L 여성용 프리미엄 티셔츠,,,,76000l,180g/m/two.numerator (5.3 oz per sq yd),,"100% ring spun cotton preshrunk jersey knit | Fiber content varies by color, see color list for details | Taped neck and shoulders | Satin label | Double needle sleeve and bottom hems | Semi/f_itted contoured silhouette with side seam | Single needle 1.3cm collar | Sizes: LS~LXL | 8 colors | 180g/m² (5.3 oz per sq yd) | 100% ring spun cotton preshrunk jersey knit | Fiber content varies by color, see color list for details | Taped neck and shoulders | Satin label | Double needle sleeve and bottom hems | Single needle 1.5cm collar | Sideseamed | CPSIA tracking label compliant | Sizes: XS~XL | 12 colors",,,"길단,데일리 웨어,76000L 여성용 프리미엄 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{오렌지|퍼플|로얄 블루|라이트 핑크|세이프티 핑크|레드|데이지|라임|사파이어|화이트|스포츠 그레이|블랙|헬리코니아|네이비}//사이즈{S|M|L|XL|2XL},"P,S",,{#ff5f00|#48339b|#054cb9|#ffccd5|#ff5fa2|#e6193c|#ffcc00|#84cc16|#00a2cc|#ffffff|#c6c8c9|#1a1a1a|#e6006f|#0f1d35},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,76000L 여성용 프리미엄 티셔츠,,180g/m/two.numerator (5.3 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,76000b,Y,Y,29,Y,Y,76000B 아동용 프리미엄 티셔츠,,,,76000b,180g/m/two.numerator (5.3 oz per sq yd),,"100% ring spun cotton preshrunk jersey knit | Fiber content varies by color, see color list for details | Taped neck and shoulders | Satin label | Double needle sleeve and bottom hems | Semi/f_itted contoured silhouette with side seam | Single needle 1.3cm collar | Sizes: LS~LXL | 8 colors | 180g/m² (5.3 oz per sq yd) | 100% ring spun cotton preshrunk jersey knit | Fiber content varies by color, see color list for details | Taped neck and shoulders | Satin label | Double needle sleeve and bottom hems | Single needle 1.5cm collar | Sideseamed | CPSIA tracking label compliant | Sizes: XS~XL | 12 colors",,,"길단,데일리 웨어,76000B 아동용 프리미엄 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{오렌지|퍼플|로얄 블루|라이트 핑크|세이프티 핑크|레드|데이지|라임|사파이어|화이트|스포츠 그레이|블랙|헬리코니아|네이비}//사이즈{S|M|L|XL|2XL},"P,S",,{#ff5f00|#48339b|#054cb9|#ffccd5|#ff5fa2|#e6193c|#ffcc00|#84cc16|#00a2cc|#ffffff|#c6c8c9|#1a1a1a|#e6006f|#0f1d35},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,76000B 아동용 프리미엄 티셔츠,,180g/m/two.numerator (5.3 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,76500,Y,Y,29,Y,Y,76500 프리미엄 나그랑 티셔츠,,,,76500,180g/m² (5.3 oz per sq yd),,"100% ring spun cotton preshrunk jersey knit | Fiber content varies by color, see color list for details | Satin label | Double needle sleeve and bottom hems | Quarterturned to eliminate center crease | Contrast color 2cm seamed collar | Raglan short sleeves | Sizes: S~2XL | 4 color combinations",,,"길단,데일리 웨어,76500 프리미엄 나그랑 티셔츠",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{스포츠 그레이|블랙|화이트|레드|로얄 블루}//사이즈{S|M|L|XL|2XL},"P,S",,{#c6c8c9|#1a1a1a|#ffffff|#e6193c|#054cb9},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,76500 프리미엄 나그랑 티셔츠,,180g/m² (5.3 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,ha00,Y,Y,29,Y,Y,HA00 해머 헤비웨이트 티셔츠 (면20수),,,,ha00,203g/m² (6 oz per sq yd),,"100% Ring Spun Cotton | Fiber content varies by color, see color list for details | High stitch density for smoother printing surface | Classic ﬁt | 2.3 cm rib collar | Taped neck and shoulders | 2.0 cm double needle sleeve and bottom hems | TearAway label | Quarterturned to eliminate center crease | Sizes: S~3XL | 12 colors",,,"길단,데일리 웨어,HA00 해머 헤비웨이트 티셔츠 (면20수)",A|10,6000,6000,6000,6000,N,,,1,,,,,N,Y,T,C,,색상{레드|오렌지|로얄 블루|네이비|코랄 실크|화이트|샌드|블랙|슬레이트|데님|마룬|스포츠 그레이}//사이즈{S|M|L|XL|2XL|3XL},"P,S",,{#e6193c|#ff5f00|#054cb9|#0f1d35|#ff7f50|#ffffff|#e2dbcd|#1a1a1a|#5b6d7a|#536881|#731630|#c6c8c9},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,HA00 해머 헤비웨이트 티셔츠 (면20수),,203g/m² (6 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
,858a0,Y,Y,29,Y,Y,858A0 더블 피케 카라티셔츠 (폴로),,,,858a0,220g/m2 (6.5 oz per sq yd),,"100% cotton | Soft, heavyweight ring spun cotton double piqué fabric | Flat knit rib collar | 3 colormatched pearlized buttons | Rolled forward shoulder for an even more comfortable /f_it | Rib /f_inished sleeves | Double needle bottom hem | Sizes: S~2XL | 4 colors",,,"길단,데일리 웨어,858A0 더블 피케 카라티셔츠 (폴로)",A|10,12000,12000,12000,12000,N,,,1,,,,,N,Y,T,C,,색상{화이트|스포츠 그레이|블랙|네이비}//사이즈{S|M|L|XL|2XL},"P,S",,{#ffffff|#c6c8c9|#1a1a1a|#0f1d35},,품절,,,,,,,,,,,,B000000C,,,,,N,,,,,,,,,B,A,전국,C,2|4,D,2000|3000|20000//2000|3000|4000,,,,,,,,Y,858A0 더블 피케 카라티셔츠 (폴로),,220g/m2 (6.5 oz per sq yd),"길단,데일리 웨어",,"cash,mileage",C,
